id,stamp,odom_x,odom_y,odom_z,odom_qx,odom_qy,odom_qz,odom_qw,map_x,map_y,map_z,map_qx,map_qy,map_qz,map_qw
56,1789653980.6174834,5.9718260678707411,-6.5522098218940954,-0.079823949072436937,0.23114657827429844,0.081432901739810604,-0.93104239465257999,0.27037011895844315,5.9952261692288049,-6.5618741681452883,-0.07274796243999157,0.23337717400283017,0.082502199488005898,-0.9299118030468182,0.27201566184377973
57,1789653981.3189781,5.9253261628688456,-6.4686817173488933,-0.086762799864250909,0.23936472191184788,0.036412039162469018,-0.96157145665731669,0.1294566608935715,5.9486824085770911,-6.478359007316012,-0.079987007397564563,0.24176117405586289,0.037950946974302409,-0.96070617888142151,0.13097670862387159
58,1789653983.0193348,5.4408378838594542,-6.4534383655162371,-0.066340326459672833,0.24154560238816511,0.0021368419998322387,-0.97037758504972316,0.0043009657014169032,5.4644178310876601,-6.4647480021034118,-0.062293894735022955,0.2439931693827353,0.0041121728419220701,-0.96975156314114253,0.0056858697133319756
59,1789653985.519326,4.617973116933431,-6.4854756706563927,-0.064289461565702574,0.24988383238595441,0.017480214583071325,-0.96790771828334632,0.020178238214572684,4.6421727644815673,-6.4994785042133945,-0.06514192024544041,0.25239893978350819,0.01950300125579001,-0.96718664505033369,0.021549983166063318
60,1789653988.6195087,3.8460827726726503,-6.4737343124211515,-0.028757633148386971,0.24625061956095523,0.00096916954516167435,-0.96920292761712201,-0.0023190891119842,3.8705477770543464,-6.4903480821445712,-0.034203602293681523,0.24882062607858565,0.0031286998720083457,-0.96854400427596921,-0.00100948305732253
61,1789653995.1196349,3.0760445348341854,-6.4790556323648918,-0.013907633394401811,0.24225055321835773,0.002056940315575859,-0.97016703625537526,0.0092930202332626444,3.1009414115377001,-6.4981961711861471,-0.024088968999221069,0.24488202033110856,0.0042576821638094977,-0.96948563276130573,0.010596043155690427
62,1789654015.6190989,2.5780384580714468,-6.5303279728942085,0.0038197005128933364,0.23947220415710199,0.041109651934447475,-0.96053314754512265,0.13542205293329887,2.603408883704303,-6.5510947174959666,-0.0097273578623428194,0.24230860541448623,0.043072218150848329,-0.95954067650117902,0.13679551858636399
63,1789654016.1181757,2.6224495380215274,-6.5963246437024106,0.012569769952018776,0.23013888588574619,0.079943813511945794,-0.93068395435055817,0.27289642173997786,2.6482491338213374,-6.6168214536087113,-0.0013028845108501495,0.23318664318235754,0.081568670750076872,-0.92936532332668331,0.27431849589719409
64,1789654016.5193079,2.6709051549597906,-6.6296187403178646,0.00082633838867931392,0.22809469877985122,0.13032422164854904,-0.88373325698109795,0.38730341612933283,2.6973402312358083,-6.6499110010223861,-0.012849880504517722,0.23125033813918408,0.13148824638455608,-0.88210542609192488,0.38874688350186293
65,1789654016.9191043,2.7454290410078301,-6.6676113317058574,-0.01767954728754988,0.21203022065207733,0.15167209830623668,-0.80612151438616764,0.53123146007085176,2.7725672543822588,-6.6875841666835365,-0.031018228994167882,0.21532525155499396,0.15217138361767302,-0.80425231914935424,0.53259469880345844
66,1789654017.3193011,2.8203472185769285,-6.6721367733694912,-0.011715770040342854,0.18085020409968625,0.18030012355218744,-0.72740726776023157,0.63691736978465618,2.8479212489548886,-6.6919032597163275,-0.024559250289744362,0.18416931454419824,0.18020411289101509,-0.72540888661133973,0.63827117160559499
